Unnamed: 0,region_1,region_2
1141,Brunello di Montalcino,
1142,Santa Lucia Highlands,Central Coast
1143,Sonoma Coast,Sonoma
1144,Carneros,Napa-Sonoma
1145,Sonoma County,Sonoma
1146,Columbia Valley (WA),Columbia Valley
1147,Sierra Foothills,Sierra Foothills
1148,Brunello di Montalcino,
1149,,
1150,Paso Robles,Central Coast
1151,Paso Robles,Central Coast
1152,Sancerre,
1153,Brunello di Montalcino,
1154,Finger Lakes,Finger Lakes
1155,Columbia Valley (WA),Columbia Valley
1156,,
1157,Central Coast,Central Coast
1158,Napa Valley,Napa
1159,Napa Valley,Napa
1160,Chianti Classico,
1161,Chianti Classico,
1162,Rioja,
1163,Vino Nobile di Montepulciano,
1164,Chianti Classico,
1165,Chianti Classico,
1166,Napa Valley,Napa
1167,Napa Valley,Napa
1168,Saint-Aubin,
1169,Seneca Lake,Finger Lakes
1170,Sonoma Coast,Sonoma
1171,,
1172,Cahors,
1173,Madiran,
1174,Sta. Rita Hills,Central Coast
1175,Napa Valley,Napa
1176,Fort Ross-Seaview,Sonoma
1177,Willamette Valley,Willamette Valley
1178,Sta. Rita Hills,Central Coast
1179,,
1180,Spring Mountain District,Napa
1181,,
1182,Wahluke Slope,Columbia Valley
1183,Mendoza,
1184,,
1185,,
1186,Sta. Rita Hills,Central Coast
1187,Willamette Valley,Willamette Valley
1188,Sta. Rita Hills,Central Coast
1189,Rioja,
1190,Rioja,
1191,Ribera del Duero,
1192,Bandol,
1193,Anderson Valley,Mendocino/Lake Counties
1194,Irpinia,
1195,Santa Ynez Valley,Central Coast
1196,Walla Walla Valley (WA),Columbia Valley
1197,,
1198,,
1199,Santa Lucia Highlands,Central Coast
1200,Eola-Amity Hills,Willamette Valley
1201,Willamette Valley,Willamette Valley
1202,,
1203,Barolo,
1204,Barbaresco,
1205,,
1206,,
1207,Willamette Valley,Willamette Valley
1208,Barolo,
1209,Santa Cruz Mountains,Central Coast
1210,,
1211,Puligny-Montrachet,
1212,Meursault,
1213,St. Helena,Napa
1214,Barolo,
1215,Barbaresco,
1216,Barolo,
1217,Barolo,
1218,Barolo,
1219,,
1220,Dry Creek Valley,Sonoma
1221,Carneros,Napa-Sonoma
1222,Champagne,
1223,Barolo,
1224,Barolo,
1225,Napa Valley,Napa
1226,Napa-Sonoma,Napa-Sonoma
1227,Chehalem Mountains,Willamette Valley
1228,Willamette Valley,Willamette Valley
1229,Paso Robles,Central Coast
1230,Alsace,
1231,Russian River Valley,Sonoma
1232,Napa Valley,Napa
1233,Sta. Rita Hills,Central Coast
1234,,
1235,Alsace,
1236,Alsace,
1237,Alsace,
1238,Alsace,
1239,Alsace,
1240,,
1241,Lalande de Pomerol,
1242,Margaux,
1243,Barbaresco,
1244,Barbaresco,
1245,Napa Valley,Napa
1246,Napa Valley,Napa
1247,Red Mountain,Columbia Valley
1248,,
1249,Red Mountain,Columbia Valley
1250,Paso Robles,Central Coast
1251,,
1252,Anderson Valley,Mendocino/Lake Counties
1253,,
1254,Napa Valley,Napa
1255,Russian River Valley,Sonoma
1256,Howell Mountain,Napa
1257,,
1258,Barbaresco,
1259,Lalande de Pomerol,
1260,,
1261,,
1262,,
1263,Châteauneuf-du-Pape,
1264,Mendoza,
1265,,
1266,St. Helena,Napa
1267,Mâcon-Villages,
1268,Alexander Valley,Sonoma
1269,Côtes de Gascogne,
1270,,
1271,Cahors,
1272,Yakima Valley,Columbia Valley
1273,Dry Creek Valley,Sonoma
1274,,
1275,,
1276,Red Mountain,Columbia Valley
1277,Navarra,
1278,Cayuga Lake,Finger Lakes
1279,Mendoza,
1280,Collines Rhôdaniennes,
1281,New York,New York Other
1282,Cahors,
1283,,
1284,,
1285,,
1286,Veronese,
1287,,
1288,,
1289,Sonoma County,Sonoma
1290,Finger Lakes,Finger Lakes
1291,Moulis-en-Médoc,
1292,Pessac-Léognan,
1293,Bordeaux Supérieur,
1294,,
1295,Anderson Valley,Mendocino/Lake Counties
1296,Santa Barbara County,Central Coast
1297,Walla Walla Valley (WA),Columbia Valley
1298,Brunello di Montalcino,
1299,Washington,Washington Other
1300,Bolgheri,
1301,Yakima Valley,Columbia Valley
1302,Jumilla,
1303,Columbia Valley (WA),Columbia Valley
1304,New York,New York Other
1305,Mendoza,
1306,Mendoza,
1307,Mendoza,
1308,Bolgheri Superiore,
1309,Terra Alta,
1310,,
1311,Bolgheri Superiore,
1312,Haut-Médoc,
1313,Bordeaux,
1314,Saint-Estèphe,
1315,Côtes de Bourg,
1316,Médoc,
1317,Listrac-Médoc,
1318,Sierra Foothills,Sierra Foothills
1319,Finger Lakes,Finger Lakes
1320,Campo de Borja,
1321,Toscana,
1322,Chehalem Mountains,Willamette Valley
1323,Côtes du Marmandais,
1324,,
1325,Cahors,
1326,Rogue Valley,Southern Oregon
1327,Fronton,
1328,,
1329,Priorat,
1330,Priorat,
1331,,
1332,Anderson Valley,Mendocino/Lake Counties
1333,Spring Mountain District,Napa
1334,Jurançon,
1335,Lodi,Central Valley
1336,Mendocino County,Mendocino/Lake Counties
1337,Livermore Valley,Central Coast
1338,Toscana,
1339,Terrazze Retiche di Sondrio,
1340,,
1341,Cahors,
1342,Willamette Valley,Willamette Valley
1343,Temecula Valley,South Coast
1344,Paso Robles,Central Coast
1345,Napa Valley,Napa
1346,Paicines,Central Coast
1347,Paso Robles,Central Coast
1348,McMinnville,Willamette Valley
1349,,
1350,Madiran,
1351,Lodi,Central Valley
1352,Lugana,
1353,Santa Ynez Valley,Central Coast
1354,,
1355,,
1356,Applegate Valley,Southern Oregon
1357,,
1358,Chassagne-Montrachet,
1359,Dry Creek Valley,Sonoma
1360,Gevrey-Chambertin,
1361,Fort Ross-Seaview,Sonoma
1362,Sonoma Coast,Sonoma
1363,Russian River Valley,Sonoma
1364,Saint-Émilion,
1365,Côtes du Lot,
1366,Médoc,
1367,Moulis-en-Médoc,
1368,Sonoma Valley,Sonoma
1369,,
1370,Savigny-lès-Beaune,
1371,Côtes du Tarn,
1372,Jurançon,
1373,Willamette Valley,Willamette Valley
1374,,
1375,Napa Valley,Napa
1376,Volnay,
1377,Lugana,
1378,,
1379,,
1380,Santa Lucia Highlands,Central Coast
1381,Valdepeñas,
1382,Willamette Valley,Willamette Valley
1383,Mendoza,
1384,Bordeaux Blanc,
1385,Paso Robles,Central Coast
1386,Barolo,
1387,Santa Barbara County,Central Coast
1388,Barolo,
1389,Willamette Valley,Willamette Valley
1390,Pouilly-Fumé,
1391,Willamette Valley,Willamette Valley
1392,Uco Valley,
1393,Russian River Valley,Sonoma
1394,Willamette Valley,
1395,Oregon,Oregon Other
1396,Muscadet Sèvre et Maine,
1397,Russian River Valley,Sonoma
1398,Dry Creek Valley,Sonoma
1399,Barbaresco,
1400,Campo de Borja,
1401,Bierzo,
1402,Oak Knoll District,Napa
1403,McMinnville,Willamette Valley
1404,Paso Robles,Central Coast
1405,Anderson Valley,Mendocino/Lake Counties
1406,Navarra,
1407,Barolo,
1408,Willamette Valley,Willamette Valley
1409,Carneros,Napa-Sonoma
1410,Etna,
1411,Chehalem Mountains,Willamette Valley
1412,,
1413,Shenandoah Valley (CA),Sierra Foothills
1414,Santa Barbara County,Central Coast
1415,Fiano di Avellino,
1416,Santa Ynez Valley,Central Coast
1417,,
1418,Temecula Valley,South Coast
1419,Sonoma Coast,Sonoma
1420,Napa Valley,Napa
1421,Napa Valley,Napa
1422,Russian River Valley,Sonoma
1423,Sonoma County,Sonoma
1424,Alsace,
1425,Etna,
1426,Rogue Valley,Southern Oregon
1427,,
1428,Chehalem Mountains,Willamette Valley
1429,Alsace,
1430,Eola-Amity Hills,Willamette Valley
1431,Southern Oregon,Southern Oregon
1432,Napa Valley,Napa
1433,Napa Valley,Napa
1434,Napa Valley,Napa
1435,Rioja,
1436,Rioja,
1437,Mendocino Ridge,Mendocino/Lake Counties
1438,,
1439,Rioja,
1440,,
1441,Brunello di Montalcino,
1442,Columbia Valley (WA),Columbia Valley
1443,Bourgogne Hautes Côtes de Beaune,
1444,Brunello di Montalcino,
1445,Russian River Valley,Sonoma
1446,Menetou-Salon,
1447,North Fork of Long Island,Long Island
1448,Ballard Canyon,Central Coast
1449,California,California Other
1450,Vin de France,
1451,Côtes du Rhône,
1452,Russian River Valley,Sonoma
1453,Vino de la Tierra de Cádiz,
1454,Vino de la Tierra de Cádiz,
1455,Sonoma Valley,Sonoma
1456,Sta. Rita Hills,Central Coast
1457,Atlas Peak,Napa
1458,Dry Creek Valley,Sonoma
1459,Oakville,Napa
1460,Dry Creek Valley,Sonoma
1461,Chianti Classico,
1462,Terra Alta,
1463,Rutherford,Napa
1464,Sonoma Coast,Sonoma
1465,Spring Mountain District,Napa
1466,Tavel,
1467,Santa Barbara County,Central Coast
1468,Lodi,Central Valley
1469,,
1470,Willamette Valley,Willamette Valley
1471,Eola-Amity Hills,Willamette Valley
1472,Willamette Valley,Willamette Valley
1473,,
1474,Barolo,
1475,Barbaresco,
1476,,
1477,Uco Valley,
1478,Willamette Valley,Willamette Valley
1479,Barolo,
1480,Mendoza,
1481,Barolo,
1482,Sonoma County,Sonoma
1483,Barbera d'Alba,
1484,Monbazillac,
1485,Muscadet Sèvre et Maine,
1486,Cahors,
1487,Montravel,
1488,Madiran,
1489,Central Coast,Central Coast
1490,Willamette Valley,Willamette Valley
1491,Roero,
1492,Russian River Valley,Sonoma
1493,,
1494,Barolo,
1495,Sonoma Mountain,Sonoma
1496,Bierzo,
1497,,
1498,Napa Valley,Napa
1499,Napa Valley,Napa
1500,Central Coast,
1501,Santa Barbara County,Central Coast
1502,Willamette Valley,Willamette Valley
1503,,
1504,Pacherenc du Vic Bilh,
1505,Côtes de Provence,
1506,Bandol,
1507,Madiran,
1508,Dundee Hills,Willamette Valley
1509,Willamette Valley,Willamette Valley
1510,Paso Robles,Central Coast
1511,,
1512,Arroyo Seco,Central Coast
1513,,
1514,Willamette Valley,Willamette Valley
1515,Sonoma Coast,Sonoma
1516,Sta. Rita Hills,Central Coast
1517,Paso Robles Willow Creek District,Central Coast
1518,Ribbon Ridge,Willamette Valley
1519,Côtes de Provence,
1520,Fronton,
1521,Napa Valley,Napa
1522,Napa Valley,Napa
1523,Santa Barbara County,Central Coast
1524,Paso Robles,Central Coast
1525,Willamette Valley,Willamette Valley
1526,Applegate Valley,Southern Oregon
1527,Edna Valley,Central Coast
1528,Amador County,Sierra Foothills
1529,Dry Creek Valley,Sonoma
1530,,
1531,,
1532,,
1533,Veronese,
1534,Brunello di Montalcino,
1535,Horse Heaven Hills,Columbia Valley
1536,La Rioja,
1537,,
1538,Mendoza,
1539,,
1540,,
1541,Napa Valley,Napa
1542,,
1543,,
1544,Côtes du Rhône,
1545,Mendoza,
1546,Campo de Borja,
1547,Los Carneros,Napa-Sonoma
1548,,
1549,Livermore Valley,Central Coast
1550,Côtes de Bergerac,
1551,Santa Ynez Valley,Central Coast
1552,Tupungato,
1553,California,California Other
1554,,
1555,Vista Flores,
1556,,
1557,Jumilla,
1558,,
1559,,
1560,Sta. Rita Hills,Central Coast
1561,Yakima Valley,Columbia Valley
1562,Paso Robles,Central Coast
1563,Red Mountain,Columbia Valley
1564,,
1565,Snipes Mountain,Columbia Valley
1566,Arroyo Seco,Central Coast
1567,,
1568,Paso Robles,Central Coast
1569,Columbia Valley (WA),Columbia Valley
1570,Santa Ynez Valley,Central Coast
1571,Alsace,
1572,Alsace,
1573,Alsace,
1574,,
1575,Carneros,Napa-Sonoma
1576,Napa Valley,Napa
1577,Calaveras County,Sierra Foothills
1578,,
1579,Sierra Foothills,Sierra Foothills
1580,,
1581,Russian River Valley,Sonoma
1582,Sauternes,
1583,Edna Valley,Central Coast
1584,Paso Robles,Central Coast
1585,Howell Mountain,Napa
1586,,
1587,Paso Robles,Central Coast
1588,,
1589,Alsace,
1590,Horse Heaven Hills,Columbia Valley
1591,Horse Heaven Hills,Columbia Valley
1592,Lodi,Central Valley
1593,Columbia Valley (WA),Columbia Valley
1594,Bolgheri,
1595,Edna Valley,Central Coast
1596,Mendoza,
1597,Yakima Valley,Columbia Valley
1598,Brunello di Montalcino,
1599,Brunello di Montalcino,
1600,Bolgheri,
1601,Brunello di Montalcino,
1602,Brunello di Montalcino,
1603,Brunello di Montalcino,
1604,Columbia Valley (WA),Columbia Valley
1605,Mendoza,
1606,Columbia Valley (WA),Columbia Valley
1607,Columbia Valley (WA),Columbia Valley
1608,Médoc,
1609,Rueda,
1610,Monterey County,Central Coast
1611,Santa Ynez Valley,Central Coast
1612,Columbia Valley (WA),Columbia Valley
1613,Russian River Valley,Sonoma
1614,Anderson Valley,Mendocino/Lake Counties
1615,Columbia Valley (WA),Columbia Valley
1616,Columbia Valley (WA),Columbia Valley
1617,Columbia Gorge (WA),Washington Other
1618,Yakima Valley,Columbia Valley
1619,Russian River Valley,Sonoma
1620,Champagne,
1621,Cahors,
1622,Champagne,
1623,Chianti Classico,
1624,Napa Valley,Napa
1625,Napa Valley,Napa
1626,Santa Barbara County,Central Coast
1627,Chehalem Mountains,Willamette Valley
1628,Lodi,Central Valley
1629,Santa Lucia Highlands,Central Coast
1630,Napa Valley,Napa
1631,Mt. Harlan,Central Coast
1632,Chianti Classico,
1633,Champagne,
1634,Fronsac,
1635,Haut-Médoc,
1636,Saint-Émilion,
1637,Lugana,
1638,Lugana,
1639,Napa Valley,Napa
1640,,
1641,,
1642,Sonoma County,Sonoma
1643,,
1644,Monterey County,Central Coast
1645,Ben Lomond Mountain,Central Coast
1646,,
1647,,
1648,,
1649,,
1650,Santa Barbara County,Central Coast
1651,Paso Robles Willow Creek District,Central Coast
1652,Sierra Foothills,Sierra Foothills
1653,Arroyo Grande Valley,Central Coast
1654,Sonoma Coast,Sonoma
1655,Sonoma County,Sonoma
1656,Toscana,
1657,Toscana,
1658,Toscana,
1659,,
1660,,
1661,Paso Robles,Central Coast
1662,Toscana,
1663,Chehalem Mountains,Willamette Valley
1664,Buzet,
1665,,
1666,Santa Cruz Mountains,Central Coast
1667,Gaillac,
1668,Bergerac Sec,
1669,Côtes du Marmandais,
1670,Toscana,
1671,,
1672,,
1673,Toscana,
1674,Toscana,
1675,California,California Other
1676,,
1677,Livermore Valley,Central Coast
1678,,
1679,Rioja,
1680,Paso Robles,Central Coast
1681,,
1682,Chehalem Mountains,Willamette Valley
1683,,
1684,Lodi,Central Valley
1685,Central Coast,Central Coast
1686,,
1687,,
1688,Pouilly-Fumé,
1689,Quincy,
1690,Napa Valley,Napa
1691,Sonoma Valley,Sonoma
1692,Dry Creek Valley,Sonoma
1693,Arroyo Seco,Central Coast
1694,,
1695,,
1696,Vouvray,
1697,Côtes de Bourg,
1698,Amador County,Sierra Foothills
1699,Calchaquí Valley,
1700,Russian River Valley,Sonoma
1701,Colorado,
1702,Barolo,
1703,Toro,
1704,Rioja,
1705,Montsant,
1706,Rioja,
1707,Rioja,
1708,Cochise County,
1709,Sancerre,
1710,Mendocino Ridge,Mendocino/Lake Counties
1711,,
1712,,
1713,Pouilly-Fuissé,
1714,El Dorado,Sierra Foothills
1715,Sonoma Coast,Sonoma
1716,Shenandoah Valley (CA),Sierra Foothills
1717,Edna Valley,Central Coast
1718,,
1719,Temecula Valley,South Coast
1720,Sta. Rita Hills,Central Coast
1721,St. Helena,Napa
1722,Eola-Amity Hills,Willamette Valley
1723,Paso Robles,Central Coast
1724,Adelaida District,Central Coast
1725,,
1726,Santa Lucia Highlands,Central Coast
1727,Alsace,
1728,Beaune,
1729,Chehalem Mountains,Willamette Valley
1730,Bordeaux Rosé,
1731,Ballard Canyon,Central Coast
1732,Savigny-lès-Beaune,
1733,Russian River Valley,Sonoma
1734,Montsant,
1735,Savigny-lès-Beaune,
1736,Willamette Valley,Willamette Valley
1737,Alsace,
1738,Alsace,
1739,Alsace,
1740,,
1741,Napa Valley,Napa
1742,Finger Lakes,Finger Lakes
1743,Sancerre,
1744,Sonoma Coast,Sonoma
1745,Sonoma Coast,Sonoma
1746,Sonoma Valley,Sonoma
1747,Brunello di Montalcino,
1748,Maremma Toscana,
1749,,
1750,Russian River Valley,Sonoma
1751,,
1752,Russian River Valley,Sonoma
1753,Brunello di Montalcino,
1754,Columbia Valley (WA),Columbia Valley
1755,,
1756,Russian River Valley,Sonoma
1757,Brunello di Montalcino,
1758,Yakima Valley,Columbia Valley
1759,Brunello di Montalcino,
1760,Sonoma Valley,Sonoma
1761,,
1762,Sancerre,
1763,Columbia Valley (WA),Columbia Valley
1764,Brunello di Montalcino,
1765,Sancerre,
1766,Sancerre,
1767,Pouilly-Fumé,
1768,Sancerre,
1769,Brunello di Montalcino,
1770,,
1771,Arroyo Seco,Central Coast
1772,,
1773,Willamette Valley,Willamette Valley
1774,,
1775,Mendoza,
1776,Ribera del Duero,
1777,,
1778,Santa Maria Valley,Central Coast
1779,,
1780,Collio,
1781,Côtes de Provence Sainte-Victoire,
1782,Coteaux d'Aix-en-Provence,
1783,Côtes de Provence La Londe,
1784,Willamette Valley,Willamette Valley
1785,,
1786,Paso Robles,Central Coast
1787,Campania,
1788,Sta. Rita Hills,Central Coast
1789,Taurasi,
1790,Monterey County,Central Coast
1791,Alexander Valley,Sonoma
1792,Yakima Valley,Columbia Valley
1793,Gaillac,
1794,Jerez,
1795,Rutherford,Napa
1796,,
1797,,
1798,Dundee Hills,Willamette Valley
1799,,
1800,Russian River Valley,Sonoma
1801,Dry Creek Valley,Sonoma
1802,Northern Sonoma,Sonoma
1803,Barolo,
1804,Barolo,
1805,California,California Other
1806,,
1807,Eola-Amity Hills,Willamette Valley
1808,El Dorado,Sierra Foothills
1809,Dry Creek Valley,Sonoma
1810,Napa Valley,Napa
1811,Rockpile,Sonoma
1812,,
1813,,
1814,,
1815,Willamette Valley,Willamette Valley
1816,Barolo,
1817,Willamette Valley,
1818,,
1819,Rioja,
1820,Alexander Valley,Sonoma
1821,,
1822,Coste della Sesia,
1823,Luján de Cuyo,
1824,Barbera d'Alba,
1825,,
1826,Barolo,
1827,Eola-Amity Hills,Willamette Valley
1828,Russian River Valley,Sonoma
1829,Willamette Valley,Willamette Valley
1830,Côtes de Gascogne,
1831,Columbia Valley (WA),Columbia Valley
1832,Coteaux Bourguignons,
1833,,
1834,Mendoza,
1835,Knights Valley,Sonoma
1836,,
1837,Horse Heaven Hills,Columbia Valley
1838,Bourgogne,
1839,,
1840,,
1841,,
1842,San Juan,
1843,Bergerac Rosé,
1844,Côtes du Lot,
1845,Bourgogne,
1846,,
1847,,
1848,,
1849,Sonoma County,Sonoma
1850,Mendoza,
1851,Mendoza,
1852,Carmel Valley,Central Coast
1853,Russian River Valley,Sonoma
1854,Napa Valley,Napa
1855,Alexander Valley,Sonoma
1856,,
1857,Sierra Foothills,Sierra Foothills
1858,California,California Other
1859,Mendoza,
1860,Napa Valley,Napa
1861,,
1862,Wahluke Slope,Columbia Valley
1863,Napa Valley,Napa
1864,Santa Ynez Valley,Central Coast
1865,Lake County,Mendocino/Lake Counties
1866,Walla Walla Valley (WA),Columbia Valley
1867,Alsace,
1868,Anderson Valley,Mendocino/Lake Counties
1869,Alsace,
1870,Sonoma Coast,Sonoma
1871,Médoc,
1872,St. Helena,Napa
1873,Russian River Valley,Sonoma
1874,Lodi,Central Valley
1875,Barbaresco,
1876,Castillon Côtes de Bordeaux,
1877,Cadillac Côtes de Bordeaux,
1878,Blaye Côtes de Bordeaux,
1879,Blaye Côtes de Bordeaux,
1880,Castillon Côtes de Bordeaux,
1881,Blaye Côtes de Bordeaux,
1882,Red Mountain,Columbia Valley
1883,Columbia Valley (WA),Columbia Valley
1884,Columbia Gorge (WA),Washington Other
1885,Dry Creek Valley,Sonoma
1886,Stags Leap District,Napa
1887,Horse Heaven Hills,Columbia Valley
1888,,
1889,,
1890,Washington,Washington Other
1891,Lake Chelan,Columbia Valley
1892,Valdeorras,
1893,Valdeorras,
1894,Sonoma Valley,Sonoma
1895,Rioja,
1896,Ribera del Duero,
1897,California,California Other
1898,Mendoza,
1899,,
1900,North Fork of Long Island,Long Island
1901,,
1902,Mendoza,
1903,Sonoma Coast,Sonoma
1904,Walla Walla Valley (WA),Columbia Valley
1905,Anderson Valley,Mendocino/Lake Counties
1906,Monterey County,Central Coast
1907,California,California Other
1908,Russian River Valley,Sonoma
1909,Lodi,Central Valley
1910,Alexander Valley,Sonoma
1911,Columbia Valley (WA),Columbia Valley
1912,Saint-Émilion,
1913,Médoc,
1914,Médoc,
1915,Pomerol,
1916,Médoc,
1917,Columbia Valley (WA),Columbia Valley
1918,Bolgheri,
1919,Napa Valley,Napa
1920,Chehalem Mountains,Willamette Valley
1921,,
1922,Anderson Valley,Mendocino/Lake Counties
1923,Alto Adige,
1924,Alto Adige,
1925,Alto Adige,
1926,Napa,
1927,Alto Adige,
1928,Sonoma County,Sonoma
1929,Santa Cruz Mountains,Central Coast
1930,,
1931,,
1932,,
1933,,
1934,,
1935,,
1936,Anderson Valley,Mendocino/Lake Counties
1937,Lugana,
1938,Moulis-en-Médoc,
1939,Cahors,
1940,Brouilly,
1941,Napa Valley,Napa
1942,,
1943,,
1944,,
1945,Alto Adige,
1946,Eola-Amity Hills,Willamette Valley
1947,Yountville,Napa
1948,Friuli Isonzo,
1949,,
1950,Cava,
1951,Vino de la Tierra de Castilla,
1952,Cava,
1953,Toscana,
1954,Chehalem Mountains,Willamette Valley
1955,Rioja,
1956,Sonoma Coast,Sonoma
1957,Willamette Valley,
1958,Montsant,
1959,Napa Valley,Napa
1960,,
1961,Costières de Nîmes,
1962,Oregon,Oregon Other
1963,,
1964,Napa Valley,Napa
1965,Fronton,
1966,Rías Baixas,
1967,,
1968,Toscana,
1969,Toscana,
1970,Toscana,
1971,,
1972,Howell Mountain,Napa
1973,Toscana,
1974,Oregon,Oregon Other
1975,Chehalem Mountains,Willamette Valley
1976,Willamette Valley,Willamette Valley
1977,Willamette Valley,Willamette Valley
1978,,
1979,Côtes de Gascogne,
1980,Sta. Rita Hills,Central Coast
1981,Sancerre,
1982,Sancerre,
1983,,
1984,Mendoza,
1985,Barolo,
1986,Barolo,
1987,Russian River Valley,Sonoma
1988,Mendoza,
1989,Willamette Valley,Willamette Valley
1990,Chinon,
1991,Carneros,Napa-Sonoma
1992,Willamette Valley,Willamette Valley
1993,,
1994,Dundee Hills,Willamette Valley
1995,Willamette Valley,Willamette Valley
1996,Rioja,
1997,Rioja,
1998,Barolo,
1999,Sta. Rita Hills,Central Coast
2000,Barolo,
2001,Saint-Émilion,
2002,Côtes de Bourg,
2003,Blaye Côtes de Bordeaux,
2004,Médoc,
2005,Bordeaux Blanc,
2006,Russian River Valley,Sonoma
